Date,Mkt-RF,SMB,HML,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197810,-1.43,-0.4,1.87,-10.24,-14.66,-8.24,-18.09,-13.28,-9.22,-15.4,-12.84,-9.63,-18.62,-16.18,-11.95,-14.05,-13.29,-10.54,-15.89,-10.38,-17.6,-10.5,-7.08,-4.53,-18.16,-10.63,-8.17,-17.72,-16.6,-12.92,-23.5,-11.4,-16.43
197811,-11.91,-9.88,1.4,1.32,4.45,2.56,7.06,2.84,3.21,3.21,5.18,1.15,4.37,0.65,1.3,3.47,2.64,0.55,9.44,-1.28,6.35,6.21,3.01,3.01,5.28,5.12,2.32,3.82,5.6,2,4.77,1.76,4.26
197812,2.71,3.01,-2.19,1.48,3.35,2.49,2.1,2.69,0.93,1.47,3.42,0.08,-1.17,1.21,0.2,2.83,-0.23,-0.37,2.71,4.5,-1.79,3.02,-1.23,0.1,1.13,6.64,1.49,-1.09,3,-1.55,-3.12,1.44,2.95
197901,0.88,1.25,-2.17,3.04,6.63,0.54,5.42,6.7,3.38,10.42,1.42,6.49,8.55,8.63,13.38,5.58,7,5.73,4.74,11.04,9.85,3.1,6.35,3.64,5.03,4.2,5.97,3.82,5.82,6.29,6.72,5.28,7.16
197902,4.23,3.66,2.29,-4.03,-3.89,-3,-6.4,-3.48,-5.22,-2.99,-4.52,-2.28,0,-3.1,-3.67,-2.98,-5.45,-3.6,-11.84,1.49,-0.44,0.66,-1.62,-0.63,-6.02,-3.29,-3.73,-5.55,-1.84,-4.3,-4.36,-3.36,-3.08
197903,-3.56,0.45,1.16,2.41,8.01,5.24,7.27,3.33,4.77,9.48,5.05,9.71,7.9,8.6,9.09,7.17,5.02,6.69,7.08,8.06,16.22,9.21,2.35,0.16,9.12,7.64,7.29,9.71,7.45,5.68,9.02,7.42,8.54
197904,5.68,3.19,-0.69,-0.47,2.24,-0.21,2.48,1.67,0.78,-0.37,0.42,-1.96,1.36,2.87,-0.64,-0.41,-0.01,2.48,-1.12,-0.86,-7.19,4.47,-2.72,-2.13,3.93,0.19,-1.59,0.37,-0.38,0.66,6.56,1.44,2.61
197905,-0.06,2.18,1,-1.4,-4.66,-2.8,-2.13,-2.62,-2.7,0.42,-2.64,-2.91,-1.6,-1.79,-2.61,-0.73,-0.99,-1.57,-5.11,2.95,7.1,-2.43,1.39,0.09,-0.38,-1.98,-0.52,0.95,-1.28,-2.86,-3.6,0.16,-1.38
197906,-2.21,0.16,1.3,3.18,6.07,5.51,2.24,2.12,0.94,0.96,4.83,3.89,3.68,4.2,2.17,6.34,10.23,2.63,5.08,8.4,14.26,9.12,4.99,1.95,4.33,0.39,1.5,2.7,3.66,2.66,2.63,8.67,6.49
197907,3.85,1.17,1.45,0.89,0.75,4.78,4.07,3.38,0.52,1.92,0.14,4.15,0.81,3.71,4.51,3.02,2.41,0.79,3.8,2.74,-3.09,1.77,2.12,-0.11,4.52,-1.75,-1.23,7.97,1.23,0.78,3.44,3.25,1.13
197908,0.82,1.26,1.75,6.75,11.69,8.74,5.94,8.19,6.67,9.15,8.54,6.99,3.93,8.72,7.14,5.98,5.87,5.07,13.53,8.44,2.74,8.04,2.05,1.57,8.22,5.89,6.08,5.73,7.76,9.2,5.89,5.07,6.81
197909,5.53,2.09,-1.52,-1.78,-1.03,-4.97,2.12,0.27,-3.82,-1.15,-0.54,2.54,-2.37,-0.07,2.55,-1.26,-4.63,1.97,0.41,6.66,3.31,5.88,-2.14,-2.39,-0.74,-1.78,-1.7,-3.8,3.4,-1.95,-4.57,-1.08,-0.44
197910,-0.82,-0.25,-0.87,-8.35,-9.59,-3.78,-8.91,-7.22,-7.48,-9.18,-4.34,-7.9,-9.3,-9.94,-11.62,-8.54,-6.69,-11.47,-7.99,-11.27,-16.62,-2.2,-5.8,-5.03,-9.71,-7.71,-8.65,-11.27,-8.95,-8.42,-12.34,-10.1,-9.45
197911,-8.1,-3.35,-1.81,4.9,7.92,6.56,7.27,2.86,1.2,7.88,8.75,6.57,3.97,5.37,0.78,7.44,4.81,-3.7,12.21,10.13,17.99,8.81,7.79,4.06,10.37,8.24,1.39,6.73,9.52,3.31,0.98,6.33,7.44
197912,5.21,2.76,-3.38,2.12,4.2,3.07,8.58,5.14,2.93,5.06,2.08,5.22,8.14,4.79,8.19,3.13,4.6,1.2,8.31,17.71,5.56,2.65,-0.92,-1.53,4,1.81,2.59,3.84,9.78,1.14,5.57,1.7,6.02
198001,1.79,4.19,-2.04,3.01,11.04,-0.63,6.58,4.15,1.28,1.12,-1.29,4.32,5.14,8.12,17.5,7.81,8.12,9.82,24.19,15.42,8.59,14.23,1.6,-2.05,7.09,7.29,4.63,9.56,5.43,-0.43,3,2.08,7.77
198002,5.51,1.65,1.72,-5.76,-2.3,-4.8,-3.53,-6.23,-4.68,-0.51,-4.63,-1.32,-1.14,-2.21,0.1,-3.36,-4.3,-6.37,-8.31,5.14,-0.81,12.75,-3.36,-1.48,-3.06,-3.55,-0.26,-4.46,-2.5,-5.42,-5.86,-4.99,-2.33
198003,-1.22,-1.83,0.66,-8.24,-13.43,-0.71,-8.74,-11.95,-4.44,-5.43,-2.84,-11.99,-14.53,-14.63,-18.64,-12.63,-8.92,-9.9,-12.19,-21.04,-21.21,-17.76,-6.67,-2.64,-15.38,-12.67,-10.83,-13.99,-9.85,-7.83,-12.95,-8.85,-15.79
198004,-12.9,-6.65,-1.02,7.46,4.31,9.57,4.19,3.08,4.3,2.39,4.28,5.02,5.74,3.68,2.31,0.3,2.42,-2.67,-2.02,1.02,2.07,6.9,11.96,7.3,8.58,0.54,4.01,0.34,-1.74,4.65,7.85,6.83,7.28
198005,3.97,0.96,1.01,7.86,9.76,8.95,4.68,9.64,6.41,1.45,6.96,7.58,7.59,8.59,5.17,5.89,7.89,3.14,0.38,7.53,16.04,3.94,4.61,5.02,8.06,4.8,6.58,11.4,12.28,9.55,12.05,7.83,7.39
198006,5.26,2.16,0.38,2.05,3.73,5.66,0.25,2.8,1.16,4.17,0.21,2.28,1.8,4.83,2.4,6.26,0.6,1.8,0.31,13.24,6.34,5.8,4.54,-0.59,4.54,3.11,1.45,1.61,1.97,2.48,4.13,4.97,4.55
198007,3.06,1.66,-0.85,5.29,9.02,7.33,8.52,10.93,10.39,15.01,8.89,8.6,11.47,12.79,12.76,11.8,14.6,12.86,11.32,8.25,6.34,1.61,-0.12,1.02,13.07,15.21,8.85,16.52,11.93,11.03,7.69,3.18,9.14
198008,6.49,4.25,-6.29,0.18,1.26,-0.76,3.83,5.1,0.85,1.73,0.3,3.14,4.94,1.16,1.09,0.99,-0.82,3.15,2,6.17,0.12,3.83,-1.08,6.31,6.81,3.61,0.8,0.27,6.99,0.29,0.89,1.92,4.9
198009,1.8,3.91,-2.64,-0.78,1.06,-1.56,3.57,3.95,0.5,2.77,3.6,2.1,-0.15,1.72,4.59,5.81,1.74,1.85,4.34,12.25,7.57,6.8,0.17,-1.59,6.18,2.03,0.81,1.59,7.26,-0.79,2.79,2.66,3.55
198010,2.19,0.87,-4.77,-1.18,0.47,3.88,0.35,-0.64,0.53,0.81,-1.29,-0.98,1.79,3.82,-1.03,3.42,2.49,-4.23,-2.86,-0.38,0.44,8.09,2.01,-3.24,4.85,1.79,0.1,6.42,-0.32,-1.85,-4.01,0.05,3.31
198011,1.06,2.48,-2.77,-0.29,0.18,2.43,17.43,3.67,5.49,2.77,8.81,9.3,-1.79,6.63,5.55,12.54,11.93,-1.09,17.69,7.22,14.22,24.66,7.51,0.01,8.54,9.79,6.97,13.06,9.05,0.94,-1.69,5.6,10.27
198012,9.59,-3.46,-8.36,3.1,-4.07,0.82,-3.66,1.35,-0.84,-1.49,4.61,-1.95,-2.48,-4.19,-4.3,-4.14,-4.62,-0.18,5.2,-7.74,-9.79,-10.88,-2.02,0.82,-3.35,-1.27,-3.3,-5.7,-6.73,0.25,-0.14,3.21,-2.08
198101,-4.52,-0.27,2.73,2.31,4.56,-1.07,-4.12,-1.15,-0.99,7.82,-1.57,0.79,7.34,-2.11,0.72,-6.6,-2.48,-1.14,-7.77,-8.08,-7.88,-10.38,-2.72,5.53,-1.93,-8.23,1.03,2.21,-3.08,0.46,1.08,-2.51,-3.33
198102,-5.04,3.01,6.83,2.28,3.17,3.27,3.65,2.43,8.95,2.46,1.85,3.89,1.21,3.49,2.55,3.4,2.01,6.82,-3.42,-3.55,-0.92,-0.47,-1.32,2.15,0.76,0.52,8.21,2.05,-1.35,3.22,8.76,1.94,1.17
198103,0.57,-0.32,1,6.94,7.96,5.44,13.53,8.05,2.98,8.73,5.87,2.58,4.77,8.3,19.95,5.59,9.38,7.86,2.68,16.69,4.56,-2.56,2.96,1.16,9.58,4.73,5.25,11.76,13.04,13.5,8.72,6.87,5.82
198104,3.56,3.58,0.69,0.03,-2.05,1.01,2.07,5.52,-0.49,-3.27,3,-2.34,10.65,-1.99,-1.58,0.02,5.08,1.63,0.9,-0.4,-6.39,-7.46,-2.58,6.21,4.34,-0.09,-2.88,1.97,-1.4,4.23,4.77,0.62,2.84
198105,-2.11,4.42,2.29,2.74,1.28,1.89,6.08,4.87,-0.18,1.67,3.47,-1.37,0.62,0.18,-0.08,-0.97,3.35,2.92,-0.9,-0.14,0.2,-4.06,1.95,7.14,2.97,4.25,0.08,5.28,1.97,2.57,2.49,2.77,2.59
198106,0.11,2,-0.47,-0.94,0.6,1.33,-6.63,-0.79,-1.62,1.6,-5.58,2.27,-0.28,-1.68,-6.36,-3.11,-4.61,-2.65,-2.59,-2.54,1.14,4.8,3.45,-1.91,-4.15,-6.76,-0.2,-6.97,-2.54,-1.22,-1.98,1.72,-3.69
198107,-2.36,-0.83,5.1,-1.08,-1.08,2.19,-7.07,-2.11,-2.87,0.27,-3.89,-3.76,-3.03,-5.32,0.18,0.74,-5.42,-3.53,-6.72,4.94,8.85,7.85,2.8,0.37,-3.53,-3.66,-2.9,-4.35,-3.46,-2.76,-5.88,-3.07,-1.51
198108,-1.54,-2.18,-0.68,-4.94,-5.72,-5.68,-5.92,-4.08,-6.2,-5.68,-7.75,-6.4,-6.82,-6.26,-7.23,-6.79,-4.46,-8.84,-11.44,0.66,-12.31,-6.34,-0.84,-0.8,-6.2,-7.14,-7.35,-7.84,-2.17,-6.07,-10.64,-5.19,-7.5
198109,-7.04,-1.96,4.84,-2.03,-0.63,0.23,-2.1,-4.89,-2.34,-3.15,-1.33,-8.97,-2.2,-9.06,-9.52,-9.78,-5.37,-3.97,-4.89,-15.58,-8.96,-12.34,-5.56,2.81,-6.95,-3.69,-5.57,-5.67,-9.29,-2.65,-2.74,-2.48,-8.53
198110,-7.17,-2.66,5.2,8.98,8.27,5.87,11.43,8.81,1.53,2.69,7.95,6.2,5.86,0.39,1.24,4.27,4,-8.74,7.66,-0.58,13.77,9.96,4.87,6.03,10.54,4.64,2.07,9.04,9.02,5.48,11.63,7.48,9.11
198111,4.92,2.14,-4.22,1.75,3.36,3.75,0.6,5.29,5.95,0.5,3.93,3.81,0.28,6.15,4.41,5.73,3.52,2.76,-2.15,2.79,5.34,6.88,5.91,2.64,3.8,1.72,8.05,4.8,1.37,1.16,1.49,5.67,1.42
198112,3.36,-0.97,1.89,0.32,-2.15,-5.91,-1.52,-3.04,-1.28,-2.41,-0.75,-2.45,1.04,-1.82,-2.66,-2.54,-0.56,3.16,0.35,-6.68,-5.99,-6.55,-2.33,-1.43,-1.82,0.16,-0.95,-3.8,-2.9,-1.89,-3.94,-3.87,-2.69
198201,-3.65,1.17,0.75,-0.52,1.84,0.68,4.32,-4.41,4.75,-1.3,1.45,-4.85,2.29,-6.46,-8.9,-5.42,-2.1,-0.96,-3.3,-14.97,-7.46,-8.59,-0.69,0.67,-4.2,3.16,-2.56,-3.55,-2.09,1.33,-0.84,-2.12,-3.93
198202,-3.24,-1.29,3.19,-0.72,-1.55,-3.66,-5.98,-1.42,-3.34,-4.01,-1.8,-7.35,-5.1,-5.9,-4.71,-8.24,-3.92,-3.13,-6.1,-7.95,-12.87,-10.92,-0.43,-5.7,-5.31,-5.01,-3.09,-4.97,-3.31,-0.58,-3.37,-2.92,-4.05
198203,-5.86,0.48,6.1,3.17,4.73,3.65,5.23,-0.06,0.99,0.81,-2.58,-1.24,0.45,-3.04,-5.17,-4.28,2.39,4.75,0.45,-12.27,-6.52,-3.58,1.63,2.05,-2.11,-3.81,-1.44,0.79,-0.83,4.94,8.43,-1.03,-1.83
198204,-1.87,-0.2,3.79,6.39,9.92,7.13,4.05,5.19,2.08,5.92,7.34,4.89,10.17,3.07,1.6,0.48,6.62,5.14,6.77,-0.33,3.33,4.41,3.83,-0.17,7.94,7.37,3.02,3.57,3.06,6.16,5.55,3.28,6.19
198205,3.27,1.51,-2.77,-2.48,-2.5,-4.66,-5.12,-5.32,-1.99,0.21,-3.05,-4.43,-2.94,-4.96,-6.82,-7.96,-3.49,0.08,-5.23,-6.97,-10.09,2.61,-0.5,-1.05,-5.3,-5.35,-4.92,-6.53,-1.87,-2.64,-4.78,-5.57,-4.03
198206,-3.99,0.47,1.8,2.08,2.15,2.69,1.73,-0.19,1.56,2.91,-0.73,-4.87,-2.87,-2.91,-6.7,-6.28,-2.03,3.97,-1.09,-8.59,-5.82,-6.47,-2.24,-2.55,-2.66,-2.24,0.44,0.85,-0.57,3.5,2.8,-2.53,-3.31
198207,-3.09,-0.4,1.54,0.6,8.67,-5.5,-1.04,-1.45,1.73,-0.89,0.81,-4.42,1.46,-2.21,-4.61,-5.81,-1.57,-3.75,3.27,-7.38,-10.47,-7.94,-2.61,1.17,-0.83,2.01,-2.08,-6.06,-1.46,0.54,-0.65,-3.03,-0.19
198208,-3.19,0.82,0.12,7.16,4.05,13.47,2.68,11.85,12.38,11.61,12.38,15.16,8.98,14.83,13.32,11.19,15.19,15.66,19.4,20.92,10.62,9.82,11.92,10.84,11.78,12.75,14.17,11.29,16.32,11.67,11.07,11.49,9.84
198209,11.14,-4.09,1,3.48,6.18,4.43,-0.05,8.52,0.39,11.24,1.34,-0.41,2.65,0.94,-5.19,-4.79,-2.57,-1.54,0.08,-0.82,-2.1,1.99,1.09,1.05,5.56,0.9,0.53,-2.75,4.03,5.53,0.57,6,3
198210,1.29,2.89,0.33,7.11,6.97,12.16,20.3,16.23,11.88,11.97,8.34,12.48,16.77,19.45,9.31,11.28,17.87,17.32,13.61,14.54,9.24,5.58,4.9,8.18,17.78,16.42,15.69,17.96,18.13,17.1,12.72,15.16,15.07
198211,11.3,2.35,-3.73,4.56,7.06,-2.02,7.97,10.58,8.79,9.95,5.24,3.07,3.96,11.58,3.65,4.79,7.19,8.39,3.15,3.82,-0.02,-4.44,0.11,6.02,10.45,10.43,4.01,11.31,11.16,11.75,5.56,6.52,9.21
198212,4.67,4.77,-1.89,1.14,-3.95,-0.38,-13.66,3.46,-1.25,-0.12,0.54,-1.97,4.57,3.11,5.69,4.67,1.48,6.08,2.44,13.02,1.38,5.51,4.28,-1.22,-0.07,3.07,1.24,-0.85,0.11,-3.01,-1.84,-2.34,0.37
198301,0.55,-0.19,-0.03,-0.64,1.65,-1.38,4.74,-3.02,3.71,-2.23,1.48,9.16,4.26,3.28,8.08,6.11,6.6,2.36,8.3,16.78,8.35,3.65,3.65,12.34,8.13,8.25,1.41,6.69,4.84,0.67,1.29,0.48,6.03
198302,3.6,2.7,-0.81,1.1,4.68,2.03,9.35,8.55,4.54,8.84,2.78,4.16,5.98,4.5,3.94,0.76,5.28,0.45,6.48,-14.98,-8.5,-0.31,1.45,-0.29,6.34,3.54,5.82,5.82,8.83,7.68,9.23,5.51,4.66
198303,2.59,3.24,0.7,5.58,11.21,5.7,-3.71,8.52,0.43,12.46,4.61,1.15,8.03,5.42,2.93,0.59,-1.75,-0.81,5.7,3.6,-0.25,6.05,0.3,0.71,2.52,0.69,3.05,1.62,3.57,10.69,3.53,6.89,2.21
198304,2.82,1.76,2.05,5.24,5.38,4.54,5.4,8.9,6.04,9.04,5.1,8.75,6.81,4.49,3.05,5.92,0.71,16.02,6.53,9.63,2.98,9.51,4.78,5.13,6.39,7.53,8.1,3.37,6.71,9.76,6.94,9.09,8.9
198305,6.67,0.52,0.56,-0.7,-3.31,-4.9,6.69,0.2,-5.9,0.21,-2.7,4.38,2.33,2.07,9.51,4.9,7.05,-1.49,1.17,10.72,11.64,1.21,2.62,-1.26,3.81,2.43,3.37,4.64,2.13,-0.01,3.29,0.65,5.94
198306,0.52,6.15,-1.42,1.34,-0.01,-0.41,5.06,6.03,4.24,8.15,6.87,0.96,7.39,-0.67,-1.98,3.65,7.05,10.41,6.79,-1.86,8.3,6.46,-0.41,0.22,3.55,6.3,-1.61,8.2,7,6.29,7.75,0.25,3.74
198307,3.07,0.89,-3.93,-2.55,-0.36,1.17,-6.37,-4.05,-6.06,-5.66,-5.59,0.14,-0.67,-3.66,-0.77,-2.44,-7.3,-1.61,-5.18,-0.42,-1.5,-2.32,1.05,-5.17,-8.34,-4.66,-1.17,-5.03,-7.19,-2.29,-5.6,-2.89,-2.22
198308,-4.07,1.46,5.61,2.02,3.22,5.67,-1.92,-2.05,-1.22,-6.5,-1.08,6.89,-0.29,-4.07,7.82,-1.52,-2.18,-3.24,-5.76,1.74,0.97,7.26,1.5,2.19,-2.33,-0.89,-0.07,-2.37,-2.57,-5.42,-4.13,0.78,-5.54
198309,-0.5,-4.3,5.56,5.24,4.72,8.53,2.39,3.68,3.09,1.11,1.29,-0.16,1.85,3.4,-2.42,4.03,3.36,4.78,5.58,-10.41,4.2,-4.93,4.66,2.26,1.95,2.37,3.92,1.29,2.69,2.03,4.41,1.98,2.46
198310,0.91,0.56,1.08,3.45,-2.73,2.66,-4.26,-5.15,-1.39,-4.58,-2.16,-2.87,-4.18,-4.52,-5.21,-4.8,-2.48,2.4,-3.03,-11.69,-7.02,-2.05,3.07,-5.22,-10.08,-6.1,1.11,1.64,-5.15,-0.82,-2.64,-2.96,-7.59
198311,-3.44,-3.6,5.07,3.34,-3.47,0.79,2.17,2.7,8.41,1.1,-3.02,2.44,8.83,7.76,9.49,5.8,10.85,-0.01,9.95,10.47,3.19,-0.6,-1.56,3.17,6.05,1.68,8.14,7.11,4.71,4.23,5.04,3.93,3.99
198312,2.16,2.03,-0.64,0.03,-2.68,3.39,3.08,-2.13,0.25,-3.26,-3.59,-3.06,-1.77,-1.2,1.14,1.08,-0.41,0.72,-1.34,-1.94,-6.15,1.99,-3.64,-1.52,-2.54,0.99,-1.39,-0.91,-1.09,-6.1,-4.13,-0.73,-2.5
198401,-1.78,-0.29,1.68,1.35,-1.59,4.89,-2.84,-4.77,-5.69,-7.31,-0.6,-4.22,-4.3,-3.2,-1.94,-1.05,-4.56,-4.03,-2.27,0.69,0.83,10.07,1.49,4.06,-8.1,-5.91,-4.78,-4.19,-4.34,-6.38,-3.88,-0.5,-4.81
198402,-1.92,-0.43,7.62,-4.1,-7.39,-7.66,-7.7,-7.83,-5.41,-1.85,-1.98,-7.21,-7.78,-6.59,-7.78,-7.59,-7.38,-6.7,-6.99,5.22,-4.41,3.96,-3.36,-3.7,-6.31,-5.83,-3.93,-7.53,-4.71,-4.32,-6.09,-4.56,-6.92
198403,-4.82,-1.71,3.36,1.67,-1.48,-1.79,6.48,5.83,2.52,0.41,-0.69,6.08,-2.4,4.43,5.9,4.67,-0.48,-2.44,-3.62,4.28,2.15,0.14,-0.24,-4.21,1.46,2.08,4.11,1.5,3.2,0.28,4.7,2.09,0.78
198404,0.63,0.08,0.51,0.3,-0.47,-1.39,-1.02,2.36,-0.09,-0.66,2.28,1.07,0.37,-2.19,-5.59,-1.36,3.14,1.12,1.98,-6.15,2.09,4.09,-0.39,2.18,-3.26,-0.03,1.26,-3.91,-0.73,0.78,-2.45,-1.21,-0.15
198405,-0.51,-1.21,1.27,-2.07,-0.26,-0.76,-5.59,-2.91,-2.02,-6.16,-6.48,-6.72,-4.3,-9.08,-9.48,-7.24,-8.63,-5.78,-2.42,-5.19,-3.56,-5.08,-0.83,-3.49,-5.28,-5.22,-6.43,-4.72,-7.05,-5.05,-2.97,-7.43,-7.16
198406,-5.97,0.03,0.26,6.71,0.77,6.72,0.44,8.07,3.3,4.47,3.82,0.16,2.47,1.49,-1.51,-0.83,5.11,3.89,9.86,-9.74,-4.7,-2.19,0.48,12.26,7.06,1.37,6.49,2.52,6.19,7.69,7.09,2.29,4.81
198407,1.82,-0.32,-2.62,-1.02,-2.87,0.4,-1.79,-1.24,0.05,-5.56,-3.83,-2.3,-8.51,-2.3,-9.2,-5.32,-2.4,4.15,3.41,-15.82,-7.71,-7.15,-0.03,2.89,-6.17,-1.31,1.74,-2.71,-3.87,1.05,-2.12,-0.63,-1.74
198408,-2.74,-2.22,0.48,7.34,5.86,9.8,11.36,11.42,7.43,9.93,10.26,13.67,8.21,12.8,13.97,12.55,14.95,9.68,14.58,18.31,11,13.77,7.75,7.15,14.66,13.62,11.33,10.88,13.91,9.12,7.32,11.02,11.04
198409,10.28,-0.27,-1.82,2.84,1.03,4.02,-3.62,-1.58,-1.62,-1.03,-4.4,-3.05,-3.17,0.42,-3.4,-1.66,-5.96,2.44,-2.69,-1.41,0.49,2.13,4.81,4.04,-2.8,-3.66,-4.18,0.59,-0.22,0.29,-1.49,3.24,-1.5
198410,-0.8,0.2,5.32,1.72,4.72,3.17,-1.99,-0.51,1.46,-1.44,1.6,-1.3,1.7,0.78,-1.83,-3.05,0.8,2.11,5.88,-7.84,-7.67,-4.47,3.32,-3.52,-2.09,-0.04,2.9,2.48,0.69,-1.23,0.52,1.2,0.59
198411,-0.84,-1.2,0.51,-0.28,-0.11,1.71,-3.1,0.8,-0.8,-0.55,-0.04,-0.6,0.24,0.16,-1.1,-2.11,-4.29,-2.79,-5.55,-0.47,4.81,-1.05,3.03,0.47,-4.51,-3.6,-1.3,-1.79,-1.96,-2.75,-3.93,0.29,-2.53
198412,-1.76,-0.63,4.08,2.57,1.55,1.66,1.37,4.76,2.83,0.2,2.8,0.6,2.68,1.54,2.33,1.1,4.54,4.5,4.31,-7.54,-5.48,-0.52,2.64,5.32,3.65,2.3,2.62,3.91,3.37,-0.11,2.2,4.47,3.07
198501,1.84,-0.6,-0.2,0.81,5.26,2.35,13.85,11.53,7.5,12.54,8.28,7.08,8.49,11.91,10.53,11.62,13.41,8.88,10.11,12.46,7.83,6.5,2.39,5.25,15.7,11.82,6.41,9.81,15.53,12.76,11.21,8.85,11.44
198502,7.99,3.29,-5.41,6.07,1.43,9.83,2.91,1.87,0.69,1.77,3.59,2.24,3.29,0,-0.38,0.24,-1.1,-2.35,5.97,-2.67,-0.86,3.85,1.39,3.37,2.9,-1.72,0.46,2.7,0.18,2.31,4.23,2.16,3.33
198503,1.22,0.76,-0.13,6.96,4.28,3.14,0.84,4.3,-3.02,0.57,3,-2.18,-3.72,-4.81,-3.34,-4.46,-5.38,-4.91,-4.11,8.22,-3.23,1.6,6.11,4.46,-3.72,-5.89,-1.41,-3.16,-0.76,-0.68,1.66,0.11,-1.3
198504,-0.84,-1.15,4.1,-1.8,1.47,-8.18,-0.79,0.35,-1.06,0.3,-1.73,0.79,-2.82,-2.04,-4.84,-3.28,-2.36,-4.27,-3.33,-2.66,-1.82,3.91,1.62,-0.71,-2.15,-3.48,-0.29,-3.37,-0.5,0.35,0.73,2.55,-1.18
198505,-0.96,0.14,3.72,11.54,8.45,0.01,6,7.11,4.66,9.65,9.59,7.79,3.61,6.63,1.62,3.3,7.05,7.48,8.83,-0.36,5.49,0.61,5.51,8.35,4.37,2.97,4.07,11.33,5.19,11.41,6.11,6.26,7.02
198506,5.09,-2.25,-0.92,3.23,3.68,2.79,6.92,2.11,2.59,0.99,2.29,1.34,3.57,1.75,-0.67,0.1,1.56,0.71,1.17,-2.07,-4.71,-0.76,3.63,4.5,1.73,-0.95,3.22,3.53,2.8,1.34,0.06,2.96,3.04
198507,1.27,0.5,0.5,-2.92,1.18,-5.22,-0.53,-3.45,2.54,1.88,-0.4,4.13,3.78,2.96,7.74,4.16,4.24,1.05,3.53,10.13,3.62,-0.37,-4.7,-4.56,2.09,4.61,4.09,3.86,0.36,-5.68,-0.39,-1.34,3.39
198508,-0.74,2.84,-1.68,2.68,2.25,-2.26,3.21,-1.71,-2.31,2.57,-0.8,-1.18,0.83,-2.4,-1.87,-2.5,0.47,-1.53,-0.14,-0.88,1.67,1.4,1.92,0.54,-1.57,-2.43,-1.56,-1.44,-0.95,-0.32,-2.39,-0.4,-0.33
198509,-1.02,-0.33,2.32,4.51,-0.75,-5.94,-3.25,-5.27,-3.06,-3.05,-3.89,-3.44,-0.78,-4.26,-4.46,-4.54,-3.29,-2.39,-7.99,-10.13,0.32,-1.32,-5.31,-4.17,-6.79,-4.53,-3.5,-6.69,-4.37,-4.23,-3.66,-4.45,-6.39
198510,-4.54,-1.59,1.31,3.98,5.64,-1.39,3.8,3.76,4.53,7.03,3.19,5.03,8.17,2.76,-4.32,1.95,4.75,1.7,-0.28,-2.43,2.06,6.2,6.3,4.06,4.36,2.92,2.95,2.19,3.7,8.25,2.12,7.65,2.72
198511,4.02,-1.57,0.78,10.3,2.43,10.03,6.57,7.13,11.61,8.28,9.78,5.8,4.07,9.12,5.98,7.62,7.36,8.21,6.22,5.72,2.23,0.46,4.24,7.38,8.74,8.62,7.98,6.48,8.76,7.38,9.04,7.62,7.31
198512,6.48,0.22,-2.88,2.69,12.08,9.83,4.74,6.74,6,2.15,3.48,6.61,7.61,4.96,2.73,3.74,3.05,5.54,3.02,-3.16,-2.97,-3.16,4.85,6.2,5.84,8.5,5.39,1.52,6.18,4.16,4.05,4.98,6.16
198601,3.88,-0.49,-1.52,1.57,-0.86,5.55,3.28,0.13,-0.96,5.22,1.14,1.85,3.1,1.85,2.69,2,0.28,4.85,-0.15,3.33,-2.5,-6.81,3.78,-3.94,0.35,-0.16,3.48,5.62,2.48,1.67,-0.09,3.5,3.24
198602,0.65,1.22,0.52,9.3,7.71,12.2,9.16,13.06,10.73,9.33,6.08,12.02,10.24,12.64,5.31,8.33,8.74,10.92,10.66,-4.71,-2.65,0.79,6.55,7.39,7.9,4.82,9.48,6.98,8.85,7.21,9.27,8.61,9.41
198603,7.13,-0.62,-0.85,8.48,9.17,11.52,6.4,6.09,5.57,6.17,12.05,5.46,8.12,10.82,3.86,4.74,3.89,10.78,6.19,1.34,12.01,-0.12,3.95,3.81,4.06,-0.18,4.77,3.17,7.41,9.11,6.42,5.86,5.5
198604,4.88,-0.52,-0.44,1.24,-2.92,3.64,6.71,-0.95,-1.66,-2.78,0.72,1.37,-1.75,-2.5,-5.38,-0.79,-0.81,-7.74,-4.73,-4.95,-4.94,0.78,-3.89,2.42,3.8,3.67,-1.84,-2.61,1.7,-0.7,3.86,-3.34,-1.63
198605,-1.31,2.85,-2.86,7.97,6.37,10.16,4.91,10.57,4.61,9.78,7.24,5.98,4,4.09,1.59,1.16,1.63,3.34,2.08,3.23,1.67,7.37,3.62,4.81,3.88,0.72,5.99,0.74,5.52,11.95,4.89,5.03,6.98
198606,4.62,-1.32,-0.14,6.7,8.81,9.45,2.8,2.38,1.75,4.34,5.67,0.17,5.03,-0.87,-3.4,-3.86,-4,-0.36,1.11,-4.85,-3.74,-2.33,5.08,5.44,0.16,-4.18,1.65,-2.03,0.83,4.75,1.27,2,0.14
