,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
4367,6,6,7,8,8,9,9,4,3,8,9,8,6,11,6,6,14
13087,7,10,7,8,6,5,11,4,4,10,9,8,8,12,3,6,15
16476,3,2,4,3,2,8,8,8,7,8,7,9,3,9,4,9,17
19637,8,9,6,12,6,9,6,6,6,12,8,9,4,10,11,8,19
10338,6,10,6,8,5,8,8,9,6,11,7,8,4,9,5,9,17
15307,4,5,5,4,2,6,10,6,8,13,10,11,2,11,4,8,20
7469,6,6,7,8,3,9,5,15,7,7,16,9,4,10,1,9,24
11122,5,9,7,7,7,9,11,7,5,7,7,10,5,7,8,10,13
9188,7,9,9,8,9,6,11,5,6,9,8,10,5,11,10,8,13
5410,6,12,6,9,7,7,9,10,6,8,7,9,4,9,6,13,10
7239,7,10,9,8,8,8,10,6,6,9,7,8,7,11,9,12,25
8391,5,9,5,7,4,2,14,5,4,13,11,8,1,9,2,7,25
16012,4,5,5,4,2,6,10,6,8,12,10,13,2,10,4,8,20
9704,8,9,11,11,10,7,5,6,4,7,4,7,7,6,12,8,21
19752,8,10,11,8,8,8,8,2,7,11,6,10,4,9,5,10,7
19068,5,8,6,7,3,9,7,9,7,7,7,9,4,9,5,9,23
7051,7,12,8,9,5,7,11,10,5,8,6,9,4,9,7,12,10
225,10,15,10,9,6,8,5,5,6,13,9,13,5,10,7,11,1
13630,4,8,6,6,3,8,11,3,3,8,13,9,2,12,1,9,11
11701,6,10,5,5,3,7,9,4,5,11,9,6,4,10,5,5,11
4950,6,11,8,9,8,9,7,8,8,7,8,7,3,9,9,12,16
19225,4,6,5,5,3,7,13,4,7,8,12,10,3,12,2,9,22
16394,5,5,7,8,2,9,9,5,4,8,15,9,4,10,1,9,6
1379,7,9,10,7,5,7,9,3,8,12,7,9,4,9,5,8,7
2294,7,10,9,8,10,7,8,5,6,8,7,9,7,10,8,6,10
5336,5,10,6,11,6,8,8,7,4,9,10,11,4,9,8,10,23
14385,9,11,13,9,10,11,7,3,6,10,6,8,9,8,3,9,2
5907,7,15,6,9,4,8,10,3,7,15,6,7,2,9,6,9,3
2765,5,8,6,6,5,8,9,9,5,9,7,5,4,9,4,8,5
5822,4,5,5,6,2,8,8,5,5,8,7,9,4,9,5,9,12
401,4,10,5,8,3,9,8,7,10,5,7,8,1,9,10,9,18
1060,5,9,7,7,5,7,8,9,8,7,6,5,4,9,5,10,5
9710,3,10,4,7,3,7,9,1,8,15,8,9,1,9,2,8,3
19086,4,9,6,7,5,11,7,4,7,11,4,6,4,9,4,9,5
1616,5,5,6,7,3,8,8,9,9,7,6,8,4,9,5,9,17
11202,4,8,5,6,4,9,8,8,4,10,7,9,4,9,4,9,17
18097,5,8,9,6,9,11,7,4,4,10,5,8,11,6,4,7,2
8849,7,10,6,5,3,8,10,7,4,14,6,5,5,10,5,8,14
4603,6,11,8,9,7,5,11,3,7,12,11,7,2,11,4,7,25
15259,5,12,6,9,3,10,6,1,9,15,6,11,1,9,2,10,3
9954,2,4,2,3,2,9,8,2,8,8,7,8,1,9,3,8,3
14476,5,11,7,9,7,8,8,7,7,8,7,8,4,8,6,10,10
14088,6,11,7,9,3,7,8,8,11,7,7,16,2,9,5,10,20
10282,2,6,3,5,2,8,8,1,8,14,7,9,1,9,2,9,3
9000,7,10,9,8,6,7,15,7,2,12,6,3,2,12,5,8,14
13188,4,6,5,5,3,7,11,7,5,10,8,3,2,11,5,7,14
2522,4,8,5,6,5,9,8,3,7,12,7,9,4,9,5,11,13
13763,4,5,5,4,4,7,11,6,3,10,8,7,6,12,3,7,15
4223,4,2,5,4,4,9,7,7,5,8,8,9,8,7,3,8,2
4890,3,9,4,7,4,9,9,8,7,8,5,7,3,8,9,9,18
16378,7,15,6,9,5,9,8,5,5,12,6,10,4,10,9,12,13
12164,3,6,3,5,3,9,9,8,6,9,6,8,3,9,9,9,18
12382,5,9,6,7,4,10,7,6,10,12,4,9,3,8,6,11,18
13257,8,14,8,8,5,11,5,4,7,11,3,8,6,8,5,13,5
16232,7,12,7,7,4,10,7,5,4,14,8,10,4,11,4,9,18
1899,3,3,4,4,3,9,8,7,8,7,7,5,3,9,4,7,5
7060,10,12,11,9,5,5,9,7,11,14,12,10,4,10,2,8,24
5798,4,9,6,7,4,5,9,8,8,10,11,12,4,10,1,9,24
3324,8,12,11,9,7,10,9,5,7,13,4,4,3,11,5,10,14
10313,3,5,4,4,3,9,8,7,4,10,6,9,3,9,3,9,17
11624,9,12,11,9,14,8,8,8,5,8,6,9,8,12,10,9,2
8992,6,10,7,8,5,8,9,9,7,8,9,9,4,8,5,10,17
1789,5,11,5,9,2,1,2,7,7,1,1,7,1,9,1,9,1
2829,5,6,6,9,4,8,8,15,3,5,7,9,7,9,1,9,9
11821,7,12,9,9,10,9,7,7,4,7,8,9,9,9,6,6,15
6806,4,4,5,6,3,8,8,5,14,10,7,9,1,9,9,9,19
12997,8,12,7,7,4,8,11,7,5,11,10,6,6,13,5,10,6
9910,5,11,7,8,3,8,9,5,4,8,15,9,4,10,1,9,6
6758,3,7,3,5,2,1,3,6,7,1,1,8,1,9,1,9,1
13020,2,4,3,2,1,7,5,2,8,9,3,11,1,8,3,10,1
10481,6,11,8,9,8,10,12,5,7,6,12,9,4,13,2,9,22
4669,6,10,8,7,7,7,9,6,7,8,6,9,4,8,6,10,10
6474,3,5,4,7,3,8,8,9,7,6,8,10,3,8,6,12,8
6288,3,5,4,4,3,10,7,5,6,11,5,6,3,9,3,9,5
3500,6,8,7,6,4,7,10,4,9,12,6,8,3,7,6,9,18
2917,5,6,6,8,4,9,7,10,8,7,7,10,4,9,5,9,23
8438,5,10,7,8,4,7,14,6,3,13,6,2,2,11,4,9,14
19581,6,10,9,8,9,9,8,6,8,8,7,10,7,9,5,9,21
2263,5,9,6,7,5,4,14,7,3,12,9,5,1,10,4,9,14
16050,4,3,5,5,4,6,8,4,8,7,7,11,7,9,5,10,7
18528,7,10,9,8,6,10,7,5,8,11,6,7,4,9,4,10,5
12374,7,12,8,9,6,6,8,7,7,10,9,11,3,9,6,10,8
13520,8,12,8,7,4,5,9,4,10,10,12,11,5,12,5,6,12
12940,3,4,4,4,3,9,9,7,3,6,8,11,3,10,6,11,23
7532,5,11,6,8,5,9,11,1,9,7,12,9,1,11,2,9,22
12362,8,12,8,7,5,11,5,6,7,13,4,10,6,7,6,11,5
2438,4,4,5,3,2,5,13,4,4,10,12,8,3,12,2,9,6
1918,5,5,5,7,3,8,8,15,3,5,7,9,7,9,1,9,9
15426,8,11,10,9,11,10,6,6,5,10,7,10,7,10,13,12,18
8492,3,7,4,5,3,13,5,4,3,11,2,10,3,7,2,9,0
1256,5,6,6,4,3,5,12,3,8,13,11,6,2,12,3,5,11
2251,6,8,8,7,8,9,7,6,6,8,7,9,8,11,7,8,6
16530,7,10,9,7,6,11,7,4,9,12,4,8,3,9,6,13,16
15047,2,4,3,2,2,8,6,2,8,9,4,11,1,8,3,10,1
2656,5,11,7,8,9,8,6,5,4,8,6,11,9,8,9,14,8
15802,3,2,3,2,3,9,9,6,6,8,7,9,4,9,3,8,21
6939,4,8,5,6,5,9,7,6,5,8,8,9,8,6,3,8,2
12742,6,9,7,7,4,8,9,7,9,6,10,10,4,10,2,9,24
5155,5,9,6,7,3,4,2,8,10,1,2,4,1,8,2,6,1
14933,5,7,7,5,4,6,13,5,6,14,8,5,3,11,3,7,25
9580,2,5,4,4,2,7,6,3,10,8,3,11,1,8,4,8,1
10073,6,10,6,5,4,13,4,4,6,13,2,9,5,8,3,12,5
18067,6,10,8,8,5,7,11,3,7,14,8,6,2,11,3,8,25
15961,2,5,3,4,2,11,7,3,6,13,5,10,2,7,2,8,4
19656,5,9,7,7,4,8,9,3,11,13,7,9,2,10,7,9,19
18719,5,10,7,7,6,8,8,3,8,12,8,10,4,9,5,9,13
19330,5,8,6,6,4,8,9,8,7,10,9,9,4,9,4,9,17
18761,5,6,6,5,4,9,8,4,10,7,7,9,3,9,7,10,12
18399,5,6,6,5,3,5,9,6,8,11,10,10,4,10,3,6,24
13936,4,4,4,6,2,2,15,6,4,13,11,6,1,9,3,7,25
4152,4,9,6,7,2,5,11,4,3,10,14,9,3,12,1,9,11
3970,5,11,6,9,4,8,8,5,5,8,7,9,4,9,5,9,12
13580,8,11,6,6,4,9,7,5,8,11,7,10,3,11,9,9,13
13706,3,4,4,6,4,9,9,7,2,6,8,11,4,10,6,11,23
15652,7,9,9,7,7,11,7,4,7,11,4,8,7,8,6,12,21
3277,5,12,5,9,5,3,9,6,10,8,7,15,1,9,7,9,13
3722,5,10,7,8,5,7,12,2,10,9,12,9,1,11,2,8,22
6518,3,5,6,4,3,9,8,3,10,13,7,9,2,9,6,9,19
10640,7,12,10,9,12,9,7,7,2,8,7,9,12,9,7,9,17
8918,7,9,7,10,8,8,9,7,4,9,9,11,4,10,7,8,23
14548,7,10,10,9,12,8,8,5,4,7,7,9,11,10,6,6,2
17628,7,7,7,5,5,3,12,3,3,11,11,9,7,12,2,8,15
1017,6,10,8,7,6,9,9,7,7,7,7,5,9,11,6,7,9
17387,5,7,5,5,4,7,8,9,8,9,9,8,3,10,4,9,5
4948,4,11,5,8,4,7,10,11,6,8,6,9,4,9,6,12,10
3549,6,10,6,6,5,6,13,4,4,12,8,5,5,11,8,6,25
19236,7,9,7,7,4,6,8,7,9,12,9,15,3,11,5,8,20
1596,4,7,6,5,6,8,8,7,5,8,6,9,6,10,7,9,2
17054,4,7,5,5,4,8,9,8,7,8,8,9,4,11,6,10,22
13258,6,11,7,9,8,8,7,7,5,9,7,9,7,11,8,12,25
19643,2,3,3,4,2,9,7,7,4,9,7,10,3,10,4,9,23
12850,6,9,8,11,8,11,6,5,5,9,4,7,4,6,9,9,19
14062,3,5,4,4,3,7,8,6,7,8,7,9,7,9,4,9,21
1013,7,12,10,9,7,10,10,5,8,9,4,9,4,7,6,12,10
5725,6,7,7,5,4,7,8,5,8,11,11,10,3,11,5,6,18
2346,3,6,4,4,2,11,7,3,7,13,5,9,2,7,2,8,4
3403,5,10,6,12,7,9,8,9,5,6,7,10,4,9,7,11,23
15089,2,4,3,3,2,8,8,6,9,7,7,9,2,9,8,9,19
14195,4,9,5,7,5,9,8,8,6,7,7,9,3,9,6,12,8
13066,6,8,7,10,7,10,8,8,3,6,8,11,4,9,7,11,23
18599,3,4,4,5,2,6,9,7,9,8,8,13,2,8,5,10,20
10369,4,3,5,5,4,7,8,7,7,8,7,11,4,8,5,10,8
2886,5,7,7,5,6,11,8,2,6,10,6,7,5,11,5,8,25
2663,5,8,7,6,5,12,7,5,7,11,3,7,4,9,4,10,21
14347,5,9,6,7,5,8,8,8,8,8,7,5,4,9,4,8,5
3132,5,6,6,5,6,8,9,5,4,7,6,9,7,9,5,8,9
12650,8,9,11,7,8,12,7,3,6,10,4,7,10,9,3,10,2
4325,3,9,4,7,2,8,8,1,9,15,7,10,1,9,2,9,3
12331,7,10,6,6,5,7,8,6,7,10,7,8,6,10,7,6,5
5479,3,3,4,5,3,7,9,8,8,9,9,15,2,10,5,11,20
7459,5,11,5,9,3,9,8,7,10,5,7,7,1,9,10,9,18
19988,4,5,6,4,3,7,10,4,5,11,8,8,6,9,2,9,9
11505,6,6,8,9,9,9,9,8,4,8,8,9,7,11,7,5,11
16070,5,12,7,9,7,7,11,5,6,11,10,5,5,11,5,8,14
2821,2,1,3,2,1,8,8,12,1,6,7,9,5,9,1,9,9
113,6,10,8,8,6,9,12,4,3,6,11,10,6,11,6,9,6
14668,5,5,5,7,4,6,12,9,4,8,5,9,4,8,7,12,10
14850,3,8,4,6,3,13,4,3,3,11,3,10,3,7,3,9,0
6293,5,3,6,5,5,9,8,7,8,8,7,9,7,9,5,8,21
4787,5,9,6,7,6,9,12,4,7,7,12,9,4,13,2,8,22
18782,2,1,3,2,1,8,8,7,9,8,7,14,1,9,5,11,20
8672,5,8,7,7,5,9,6,4,5,9,4,8,4,8,6,10,17
17069,6,10,6,5,4,11,9,5,5,13,5,6,5,11,6,10,14
12781,5,8,6,6,5,10,8,6,4,8,6,8,4,9,10,6,19
3514,6,8,8,11,11,9,7,6,2,7,7,10,9,10,7,13,23
18969,5,9,7,7,6,10,6,8,6,7,10,8,4,10,10,5,11
8039,5,6,8,4,5,10,7,4,6,10,5,8,10,8,3,9,2
5214,3,5,5,4,3,8,12,6,3,12,6,4,2,11,3,10,14
4027,5,12,5,9,4,6,9,11,9,9,9,6,4,9,5,9,5
14282,4,6,5,4,3,9,9,3,8,11,6,7,2,10,6,9,18
4499,4,8,4,6,2,1,2,7,7,1,1,7,1,9,1,9,1
2435,6,10,7,8,4,11,7,2,8,15,4,8,1,8,1,9,4
5111,7,6,8,5,5,5,12,3,3,10,10,9,8,12,2,7,15
12103,6,7,7,6,6,6,7,4,7,8,8,12,6,12,8,9,20
14254,5,9,6,7,3,9,7,9,9,7,7,10,3,8,7,11,8
15558,4,6,5,5,3,7,8,8,9,9,9,14,2,10,5,11,20
1924,4,8,5,5,2,3,14,6,4,13,10,7,1,9,3,7,25
17928,9,15,9,9,7,9,9,4,6,10,5,9,7,7,8,8,10
3604,6,8,6,6,5,5,11,4,3,10,9,8,7,12,3,7,15
9183,5,11,5,9,6,9,8,13,2,7,7,8,7,9,2,11,9
2331,6,9,8,7,5,6,10,7,8,9,11,11,4,10,2,9,24
17802,4,8,6,6,3,8,12,2,9,7,13,9,2,12,3,9,11
1207,3,3,4,4,3,8,8,6,6,7,7,7,3,9,7,11,16
14790,5,11,7,9,3,9,9,5,4,7,15,9,4,10,1,9,6
6176,3,12,3,9,5,8,8,1,8,8,7,9,1,9,3,9,3
5398,6,9,8,8,8,8,10,5,9,8,8,9,4,11,9,7,22
16584,5,9,6,7,3,6,11,3,3,9,13,9,3,12,1,9,11
954,3,7,5,5,3,8,9,4,9,7,7,7,4,9,8,8,12
17772,5,11,8,9,6,13,4,3,3,10,3,10,3,7,3,9,0
6328,3,4,3,2,2,6,13,4,3,10,11,8,3,12,2,9,6
8827,4,5,6,4,4,9,8,4,7,11,5,9,4,8,4,9,21
17304,4,8,6,6,6,6,8,5,8,7,6,11,4,9,5,10,7
6299,6,11,7,9,4,8,8,16,3,5,7,9,7,9,1,9,9
10706,5,10,6,7,6,8,7,11,2,8,9,9,9,5,2,8,2
9315,5,11,6,8,4,8,8,9,8,7,7,9,3,8,7,12,8
16690,5,10,6,8,5,9,8,9,5,8,7,5,5,9,5,9,17
15952,6,11,7,8,6,7,7,7,7,11,8,14,4,10,6,10,8
9560,4,6,5,9,2,1,2,6,7,1,1,8,1,9,1,9,1
10981,4,4,6,3,3,8,11,4,5,13,5,4,2,11,4,9,14
2491,3,1,4,2,1,8,10,5,3,8,14,9,3,11,1,9,6
10354,7,10,7,8,4,6,9,8,9,14,10,10,3,12,4,7,20
3013,6,12,8,9,7,7,8,9,8,6,5,6,4,10,5,10,5
2670,8,12,11,9,7,5,9,4,8,12,11,13,5,9,5,7,7
7953,6,10,6,8,4,8,8,16,3,5,7,9,7,9,1,9,9
142,3,10,4,8,2,15,4,7,6,15,2,10,1,8,1,9,4
1749,4,9,6,10,6,10,10,7,4,5,9,12,4,10,8,11,23
19528,5,9,7,7,5,8,9,7,7,7,6,9,5,7,8,10,10
16136,6,11,7,9,7,8,8,8,8,8,7,6,4,9,4,8,5
19346,6,11,8,9,9,8,8,7,8,8,7,10,4,9,5,9,21
19538,4,5,5,4,3,7,8,6,6,10,8,11,3,10,5,10,8
2421,4,4,6,3,3,9,7,4,7,11,6,9,4,9,4,9,21
6361,5,10,7,7,7,8,8,5,7,8,6,8,4,8,6,9,10
4601,3,8,4,5,2,2,14,6,4,13,11,7,1,9,4,8,25
6306,3,2,3,2,2,8,9,7,6,8,10,10,4,11,1,9,24
4095,4,7,5,5,4,11,7,4,7,11,4,8,3,9,5,12,16
9152,6,10,8,8,6,7,5,3,8,8,3,10,2,7,4,9,1
15437,2,1,3,1,1,8,9,4,1,8,9,9,6,10,1,9,15
7037,3,9,5,7,4,14,4,5,3,12,2,9,3,7,4,10,0
7338,5,10,7,8,4,11,8,3,9,11,2,8,4,9,5,10,12
19982,4,6,7,5,3,9,3,3,3,8,2,9,3,8,3,8,0
15215,7,12,8,10,4,8,8,16,3,5,7,9,7,9,1,9,9
11217,5,7,7,5,5,11,8,4,7,12,3,8,4,7,4,11,10
18574,4,8,6,6,4,9,8,5,10,7,7,9,4,9,8,10,12
18352,8,12,10,9,6,8,9,5,10,12,6,8,3,8,6,9,18
535,6,10,6,7,4,7,8,8,8,11,8,11,3,10,5,10,8
16781,7,12,7,7,4,8,8,5,5,8,8,7,7,13,3,9,6
553,6,9,8,7,6,12,6,3,5,10,4,7,8,7,3,9,2
14840,5,9,5,7,3,6,8,7,8,12,10,15,2,10,4,9,20
71,3,2,4,3,2,8,8,8,7,8,7,9,3,9,4,9,17
11341,7,9,10,13,15,9,6,7,2,7,7,10,11,11,9,15,23
3592,7,11,10,9,15,10,8,6,3,8,7,9,12,12,5,9,15
6640,4,8,5,6,3,8,7,9,9,8,5,9,4,9,5,9,17
1476,4,8,5,6,4,8,5,2,8,9,3,11,1,8,3,9,1
12258,5,9,7,7,5,9,9,5,7,10,4,9,4,7,5,12,10
11332,2,2,3,3,2,8,13,4,7,8,11,10,2,12,2,9,22
13621,2,5,1,3,1,8,8,2,8,8,7,9,1,9,3,9,3
4378,3,4,4,3,3,9,8,7,5,10,6,9,3,9,3,9,17
6492,5,11,7,9,9,9,8,6,7,8,7,9,8,7,8,8,22
3273,4,9,5,7,3,7,9,9,8,11,9,14,3,11,5,11,20
17832,5,6,6,8,3,8,8,6,5,8,7,9,4,9,5,9,12
16304,5,8,5,5,2,5,8,9,3,8,6,12,4,9,3,12,7
8142,4,7,5,5,5,9,8,7,3,7,9,10,6,9,4,8,15
11296,6,11,9,9,6,6,11,4,5,10,10,9,6,10,2,8,9
16401,4,5,5,3,2,6,12,3,8,12,10,5,2,11,3,6,22
11401,5,6,7,7,6,9,10,5,6,8,7,9,4,9,9,8,4
19886,7,11,7,8,4,6,11,11,7,9,6,6,3,11,5,9,14
12829,6,10,7,8,4,7,9,3,7,16,7,9,3,9,3,9,4
16898,5,6,6,5,4,6,13,5,7,12,10,5,3,12,2,6,22
2896,3,8,5,6,3,9,4,3,3,8,2,9,3,7,3,8,0
10452,2,1,3,2,1,9,7,12,5,8,13,9,4,11,1,9,24
10927,4,8,5,6,4,5,11,4,6,11,11,7,2,11,4,7,25
3368,4,10,6,8,4,5,12,4,7,12,11,6,2,11,3,6,25
12902,5,8,6,6,7,7,8,4,7,8,8,12,7,12,7,6,1
7489,7,8,7,6,5,4,10,6,8,11,10,10,4,10,3,7,24
10340,4,6,5,4,3,5,9,6,8,12,10,13,2,10,4,8,20
14430,5,8,5,6,4,6,9,6,7,12,10,14,3,10,4,8,20
17738,2,2,3,3,2,8,8,7,5,8,7,9,3,9,3,9,17
803,6,10,8,8,4,7,5,2,10,9,3,11,1,8,3,9,1
13381,2,1,2,1,1,8,8,11,1,6,7,9,5,9,1,9,9
12098,4,9,4,7,3,4,8,7,10,8,7,15,1,9,8,9,13
14356,4,9,5,7,3,8,4,1,10,10,3,12,1,8,3,9,1
19935,6,12,8,9,5,8,11,3,8,7,13,9,3,12,3,9,11
1763,4,9,4,6,2,1,14,5,5,14,12,8,1,9,2,7,25
11626,4,6,6,5,4,6,9,2,7,11,9,11,4,9,4,9,7
16226,6,8,7,6,4,6,10,3,10,10,11,5,2,12,5,5,11
809,3,9,4,6,2,2,14,5,4,13,11,6,1,9,4,8,25
5185,6,12,8,9,8,10,8,5,6,11,5,6,4,9,4,9,5
16431,6,8,7,6,7,7,9,5,6,7,8,10,7,9,6,9,22
4640,9,12,8,9,6,3,12,3,4,11,12,9,3,11,2,9,6
1972,5,11,7,9,7,10,4,8,6,8,9,9,4,11,6,5,11
1247,5,9,6,7,3,8,8,15,3,5,7,9,7,9,1,9,9
16090,3,2,3,2,2,8,8,6,9,7,7,9,2,9,7,9,19
2228,4,9,6,7,5,8,8,4,9,7,8,11,4,8,8,9,12
1653,7,9,9,7,8,8,11,7,6,7,7,9,6,7,8,8,8
7479,7,6,8,9,5,9,8,14,3,7,10,9,10,7,1,9,2
11838,7,11,10,8,8,7,9,2,9,12,7,10,4,9,5,9,13
5970,4,6,4,5,3,6,11,6,5,11,9,5,2,11,4,8,14
15185,5,10,7,8,8,7,7,4,5,7,6,10,9,7,9,9,7
11366,11,16,10,9,6,7,11,4,8,13,8,7,4,10,7,6,22
6091,6,10,9,8,6,7,9,4,7,11,9,10,4,9,4,8,21
11523,5,6,8,5,5,6,8,3,9,11,10,11,4,9,5,7,7
8882,8,11,11,9,6,8,9,4,6,11,7,8,8,9,2,9,9
19421,5,12,6,9,6,6,8,11,8,7,6,7,4,9,4,9,5
6475,5,8,7,6,4,6,13,4,7,15,8,5,2,11,2,8,25
16546,7,9,10,8,12,10,8,6,6,8,6,9,13,11,10,5,15
10868,3,4,5,2,3,5,10,3,7,11,10,11,4,9,3,7,7
3608,2,1,2,1,1,9,8,4,6,6,7,8,1,9,7,9,18
13144,4,6,6,5,3,10,7,2,9,11,5,9,3,9,4,10,12
8702,9,12,12,9,7,11,7,5,8,12,2,8,7,9,6,11,21
7955,4,3,4,5,4,8,8,7,8,8,7,10,3,9,7,10,13
7925,5,7,6,5,3,6,9,6,8,13,10,13,3,11,4,9,20
669,3,2,3,3,2,5,8,6,9,8,7,14,1,9,8,10,13
5714,4,3,6,4,4,6,12,4,3,9,10,10,8,12,1,9,15
5594,6,8,8,7,8,8,9,5,9,8,8,9,4,10,9,8,22
8243,7,11,9,9,9,7,7,7,6,8,9,12,9,7,3,10,2
13865,5,10,7,7,3,9,4,4,4,8,3,9,4,7,4,9,0
13056,3,4,4,2,3,8,8,5,6,8,7,7,2,9,6,10,16
10288,6,11,8,9,7,8,8,9,6,8,7,6,5,9,4,8,5
12754,4,2,5,4,3,7,9,7,8,8,10,10,4,10,2,9,24
6890,3,6,5,5,4,11,7,4,7,11,4,7,3,9,4,9,5
8814,4,5,5,6,4,9,9,8,4,6,8,11,4,10,6,11,23
341,5,10,5,5,4,10,8,4,6,10,4,9,6,8,6,9,10
2397,9,11,8,7,6,7,13,4,5,12,7,4,5,11,8,7,25
11102,5,11,6,9,4,6,11,10,4,8,6,9,4,9,7,12,10
5340,7,12,9,9,10,9,7,6,4,9,8,12,11,9,7,6,20
12701,7,14,7,8,6,12,6,5,7,11,5,8,6,10,7,11,5
2577,6,10,8,8,5,8,10,7,6,8,8,8,7,9,3,8,9
12011,3,3,4,4,3,8,8,9,5,8,8,9,3,9,4,9,17
10444,4,9,6,7,4,10,9,5,7,10,4,9,4,7,5,12,10
10842,5,8,7,7,6,8,8,5,6,8,7,8,4,10,9,12,1
19353,3,3,4,4,2,8,11,2,7,8,12,10,2,12,2,9,11
17927,2,8,3,6,2,8,8,1,8,14,7,9,1,9,2,9,3
11463,6,10,6,7,3,8,8,16,1,8,7,9,4,9,1,9,21
8673,5,5,6,7,4,6,14,9,5,9,4,10,4,8,8,12,10
17412,3,4,5,3,2,8,8,3,10,13,7,10,2,10,6,8,19
12772,5,9,6,7,5,9,10,5,7,9,5,10,4,7,6,12,10
9222,2,2,2,2,1,5,8,7,4,8,7,12,4,9,3,12,7
13050,4,9,4,7,4,4,7,6,10,6,5,14,1,9,7,10,13
17267,6,12,7,9,5,8,8,13,3,8,10,9,10,7,1,9,2
5494,6,12,7,9,7,7,8,10,8,7,6,6,3,9,4,8,5
11918,5,10,7,9,7,7,8,5,5,8,7,11,6,10,10,12,20
18514,3,5,5,4,3,8,3,3,3,8,3,9,3,7,4,8,0
3279,4,10,6,8,5,7,5,4,2,7,2,9,3,7,3,8,0
6247,7,11,10,9,9,9,9,6,7,11,6,6,5,9,6,11,5
1525,2,1,2,2,1,8,8,3,10,10,7,9,1,9,7,9,19
897,6,7,6,5,3,5,15,6,6,13,10,4,2,12,2,6,22
18041,5,10,5,8,3,1,3,5,7,2,1,9,1,9,1,9,1
5475,6,10,8,7,5,8,10,7,6,8,7,8,8,10,4,8,9
10041,7,7,9,7,7,9,4,5,6,8,4,10,6,6,7,9,23
9596,9,11,9,7,6,5,10,6,5,5,4,13,10,11,3,9,2
2539,8,12,10,9,11,8,11,6,4,9,8,8,12,12,8,11,17
4722,6,7,8,5,4,10,8,3,8,12,4,8,4,9,4,10,7
434,3,4,3,3,2,5,5,5,8,3,3,7,1,8,2,7,1
4844,10,11,10,9,8,6,8,6,9,9,6,10,8,10,7,3,24
6419,3,11,4,8,3,10,8,1,8,14,6,9,1,9,2,9,3
2957,5,10,7,8,6,6,11,4,7,11,10,6,2,11,5,8,14
8394,3,4,4,2,3,11,12,4,3,6,10,8,6,11,1,9,15
18163,7,12,9,9,7,8,8,8,7,9,8,9,4,8,5,7,4
11614,5,10,7,7,3,8,8,4,1,8,1,9,4,8,2,9,0
15130,6,9,7,7,6,5,12,5,6,12,10,5,1,11,5,8,14
17574,6,12,7,9,4,8,8,16,3,5,7,9,7,9,1,9,9
4292,5,11,7,9,8,9,7,6,3,7,7,11,8,9,6,11,8
6320,8,11,9,9,5,7,9,8,9,14,9,10,3,12,4,8,20
620,5,9,7,7,6,6,7,5,6,9,7,12,7,10,5,9,20
10950,3,4,5,3,3,10,8,3,6,11,6,7,3,9,5,10,16
13282,3,3,4,5,3,5,5,5,8,3,2,7,1,8,2,7,1
1408,3,7,4,5,2,8,14,1,6,8,11,9,1,9,1,9,22
2261,7,11,9,8,5,10,8,3,8,15,5,8,1,8,1,9,4
6296,6,10,8,8,9,9,8,7,5,7,8,9,9,7,3,8,2
12085,8,12,11,10,16,9,9,7,3,8,8,9,15,11,6,9,15
13800,3,10,4,7,2,13,4,11,4,14,7,14,2,7,1,9,4
17499,1,1,2,2,1,13,5,7,4,13,6,12,1,8,1,9,4
2610,7,10,9,9,9,7,9,6,8,6,4,7,6,10,9,6,5
11093,4,2,5,2,2,8,10,6,7,8,11,10,4,11,2,9,24
8614,3,6,5,5,3,8,5,2,9,9,3,11,1,8,3,9,1
13472,5,9,5,7,4,7,8,11,10,8,7,7,4,9,5,9,5
2779,6,11,6,9,5,9,8,9,6,11,6,9,4,9,4,9,17
9691,11,12,11,9,8,6,12,4,4,10,9,8,9,12,4,6,15
10652,4,8,5,6,3,8,8,15,3,6,7,9,6,9,1,9,9
17966,3,2,3,2,2,8,8,6,9,7,7,9,2,9,7,9,19
742,3,8,4,6,3,8,9,4,12,9,7,9,1,9,8,8,19
3165,9,15,7,9,4,7,10,7,10,12,9,11,3,9,6,9,20
12802,3,8,4,5,2,8,8,5,5,8,7,9,4,9,5,9,12
12520,6,5,7,4,3,5,9,6,9,11,10,10,4,10,3,7,24
8379,5,9,7,7,5,7,6,3,9,8,3,9,2,7,4,8,1
9764,2,2,3,2,1,8,11,3,3,8,13,9,2,12,1,9,11
11992,4,6,5,5,4,9,8,7,7,7,7,6,3,9,8,9,16
756,5,10,6,8,3,9,7,9,9,7,7,13,3,9,6,11,8
2905,4,9,5,7,4,9,9,8,6,7,8,9,3,8,6,12,8
16673,6,10,7,5,4,3,12,4,4,13,12,10,5,10,1,9,9
17068,3,4,4,3,2,8,13,4,7,8,12,9,2,12,2,9,22
8070,4,8,6,6,3,9,6,6,6,16,8,13,2,7,2,7,4
15369,5,11,6,8,4,7,8,12,10,8,7,7,4,9,5,9,5
3107,3,5,4,6,4,9,8,7,3,9,8,10,3,10,5,9,23
11348,2,1,3,2,2,8,8,8,6,7,7,8,2,9,8,10,16
10967,5,11,7,8,3,6,5,4,3,6,2,8,4,8,4,8,0
